Kind,Language,Component,File,Line,Status,Reason,Quick Fix,Found Version,Required Version
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,80,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,82,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,82,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,82,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,83,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,83,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,83,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,84,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,84,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,84,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,93,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,98,affected,Check for potential logical operator misuse,Use explicit boolean checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,102,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,108,affected,Check for potential logical operator misuse,Use explicit boolean checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,140,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,140,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,140,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,140,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,140,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,140,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,153,affected,Check for potential logical operator misuse,Use explicit boolean checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,156,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,156,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,156,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,157,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,157,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,157,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,159,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,159,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,159,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,160,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,160,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,160,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,161,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,161,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,161,affected,Optional chaining can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,166,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,166,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,166,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,183,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,192,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,198,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,44,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,66,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,66,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,68,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,93,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,102,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,143,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,143,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,145,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,183,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,192,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,193,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,194,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,198,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,199,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,200,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\c7a6acd2-6bf1-43df-9b58-e4d57b13a3e7-baseline.ts,6,affected,Line is too long (>120 characters),Break long lines for better readability,,
