Kind,Language,Component,File,Line,Status,Reason,Quick Fix,Found Version,Required Version
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,110,affected,setTimeout with string is dangerous,Use function references instead of strings,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,120,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,124,affected,Post-increment can be confusing,Use pre-increment or explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,133,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,135,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,138,affected,Post-increment can be confusing,Use pre-increment or explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,138,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,139,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,139,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,139,affected,Compound assignment can be confusing,Use explicit subtraction,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,140,affected,Check for potential logical operator misuse,Use explicit boolean checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,140,affected,Compound assignment can be confusing,Use explicit subtraction,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,142,affected,Post-increment can be confusing,Use pre-increment or explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,143,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,144,affected,Compound assignment can be confusing,Use explicit subtraction,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,145,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,150,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,152,affected,Check for potential logical operator misuse,Use explicit boolean checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,154,affected,Check for potential logical operator misuse,Use explicit boolean checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,154,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,155,affected,Post-increment can be confusing,Use pre-increment or explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,156,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,158,affected,Post-decrement can be confusing,Use pre-decrement or explicit subtraction,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,163,affected,console.log() should be removed in production,Use proper logging library or remove debug statements,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,166,affected,Ternary operators can be hard to read,Consider using if-else statements for clarity,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,170,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,183,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,187,affected,Function constructor is dangerous,Use function declarations or arrow functions,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,187,affected,new Function() is dangerous,Use function declarations or arrow functions,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,187,affected,new Function() is dangerous,Use function declarations or arrow functions,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,187,affected,Function constructor is dangerous,Use function declarations or arrow functions,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,191,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,219,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,222,affected,Dynamic import() can be dangerous,Use static imports or proper module loading,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,222,affected,Dynamic import() can be dangerous,Use static imports or proper module loading,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,230,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,232,affected,"var is deprecated, use let or const","Use let for variables that change, const for constants",,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,232,affected,"var is deprecated, use let or const","Use let for variables that change, const for constants",,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,232,affected,var in for loops can cause scope issues,Use let in for loops,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,232,affected,Post-increment can be confusing,Use pre-increment or explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,233,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,233,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,233,affected,Nullish coalescing can be confusing,Use explicit null/undefined checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,234,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,240,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,246,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,247,affected,Post-increment can be confusing,Use pre-increment or explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,247,affected,setInterval with string is dangerous,Use function references instead of strings,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,247,affected,setInterval with string is dangerous,Use function references instead of strings,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,251,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,258,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,265,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,288,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,290,affected,Post-increment can be confusing,Use pre-increment or explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,290,affected,Compound assignment can be confusing,Use explicit addition,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,295,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,302,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,303,affected,Check for potential logical operator misuse,Use explicit boolean checks,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,305,affected,JSON.stringify() can expose sensitive data,Filter sensitive properties before stringifying,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,305,affected,JSON.stringify() can expose sensitive data,Filter sensitive properties before stringifying,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,9,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,33,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,35,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,52,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,58,affected,Direct this assignment is discouraged,Use class properties or bind methods properly,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,72,affected,Direct this assignment is discouraged,Use class properties or bind methods properly,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,87,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,92,affected,!= can cause type coercion issues,Use !== for strict inequality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,95,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,107,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,120,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,121,affected,!= can cause type coercion issues,Use !== for strict inequality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,133,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,135,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,135,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,135,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,136,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,140,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,140,affected,!= can cause type coercion issues,Use !== for strict inequality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,143,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,144,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,148,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,149,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,149,affected,!= can cause type coercion issues,Use !== for strict inequality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,152,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,154,affected,== can cause type coercion issues,Use === for strict equality,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,163,affected,console methods should be removed in production,Use proper logging library or remove debug statements,,
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\baf4eaff-0ed2-4057-b86e-c2823ed9253f-analyzer-fixture.js,170,affected,Function declarations are less preferred than arrow functions,Use arrow functions for better scope handling,,
